Index,tweet,Affect_Dimension,target
312,It takes a smoke detector 4 months to stop beeping if you were wondering how #lazy I am. #lol #funny #Comedy #laughs #CrackMeUp #hilarious,joy,0
313,My joy is not so light that I will allow Mondays shenanigans to take it away. Hello Tuesday I greet you with a smile,joy,0
314,My love for black people does not mean I resent white people.,anger,0
315,@jeonquality i chose the right one TIWALA PLS 馃槹,fear,0
316,"I find life hard, I try. I can鈥檛 make eye contact, I try. I cry everyday, I try not to. Autism is full of struggles &amp; I can鈥檛 escape my past even though I try.    .",Depression,1
317,One week on SW and going to gym. Smashed it #weekone  #goals #sw,fear,0
318,"Goodmorning, I live to aggravate oomf in the morning 馃槑",anger,0
319,when you try your best but you don't suceed!!!馃槥馃槶馃槶馃槹馃槹馃槩馃槩#Sad #alone #tears #b #bored #boredtodeath,sadness,1
320,Dean Fujioka's History Maker is on Spotify as well as Breaking Benjamin's Dear Agony. #amazing #wonderful #iloveyouspotify #noonecaresbutido,joy,0
321,@LisaCim @AcaciaEvans This is the best picture I have ever seen! #beautiful #happy,joy,0
322,"No New Monica, So I gotta Shut Down. I'm having a Episode.  I Hate Getting Or Being  but I Feel Bad but Whatever.",Depression,1
323,@Bombardier Joyeux anniversaire / Happy birthday Bombardier Inc. :),joy,0
324,the thought that no one would know or find me until I failed to turn up for work in a few days and then I just get shouted at for being miserable.,Depression,1
325,@PrisonPlanet @DonaldJTrumpJr I read they pissed in Trump's bed 馃榾,anger,0
326,di happy sa life pero may wattpad to fulfill the happiness HAHAHA,joy,0
327,"Russian's are bombing children's hospitals and American's are yelling at 7 year old girls for selling cookies.  Apparently it doesn't 'take a village' anymore.  If you are feeling overwhelmingly  , you are justified right now. ",Depression,1
328,"I鈥檝e been conditioned to live my life: if I don鈥檛 succeed in making improvements to whatever, I鈥檓 a horrible person and a failure.  If I can鈥檛 be successful in something, I lose my sh*t and go into  fits wherever I only talk negatively about myself. ",Depression,1
329,Over stressed depressed and feeling so confused....,Depression,1
330,@kimberlee__xox awe thanks you so much 鉂わ笍鉂わ笍 love you too,fear,0
331,@Dansgaming YES!! I love making my own coffee drinks at home! #super  !!,joy,0
332,"@CharlieJGardner @ClimateHuman I suffer from mixed / disorder, &amp; dear Mr 's activities in  haven't been helping recently. Nor do those of the  industry, who are making big  out of this war, &amp; when I think about , I could scream! But am I",Depression,1
333,@NEXXhelmets @REVIT thank you guys! It is a #pleasure and an #honor to work with you on the @_Tea2wine_ expedition 馃挴%鈥硷笍馃憡聽馃弽锔忦煂�,joy,0
334,I almost give up馃槬 Still not working How,Depression,1
335,@pattonoswalt @EricaRoman_ Amazing how folks are foaming at the mouth to judge. We're happy for you @pattonoswalt !!!!!!!!!!,fear,0
336,Leave me alone,Depression,1
337,"Self-acceptance and mental wellness is a journey, and it's often not linear.   It's not just about being the change you want to see in the world. It's about being the change you want to see in YOU.      ",Depression,1
338,I miss my friends so badly 馃槩,sadness,1
339,"Feeling slightly apprehensive, but amazing after this weekend off馃槉 ",joy,0
340,So happy that I discovered coding...knowing what you want to do in life at the age of 23 is an amazing feeling.  #webdevelopment,joy,0
341,Good morning. 鉂わ笍 Start every #morning by waking up and thinking of the things you're #grateful for. 馃檹 #goodmorning,joy,0
342,Mental peace is always disturbed,Depression,1
343,"once again, good afternoon to the uk charts only the us charts could take some notes from us 馃槉",joy,0
344,sometimes it's better to let things go...even if it's hurt like hell :),Depression,1
345,I think our dreams can motivate us more than our fears can paralyze us.'  ~  Chris Hogan  #dreams #fears #life,anger,0
346,i was so confused but then my inner fujoshi was screaming and like i was trying so hard not to smile or laugh,joy,0
347,dark lucha truly is the best,sadness,0
348,Things about to get really messed from  to  with  like  released free to roam the world impossible  if you know me and this applies to you,Depression,1
349,@DonaldJTrumpJr This is the day you lot finally admitted it. May come back to haunt you,fear,0
350,"i鈥檝e been in bed since 7:30. not asleep, but just in bed. ",Depression,1
351,@MrAlexLawson ... or have an earpiece that feeds him gruelling questions by an irate news editor :),anger,0
352,"I survived, and even though I鈥檓 embarrassed about my teeth and anxious about everything, the dentist and everyone at the office were very patient and super nice. Also, the new x-ray technology was pretty interesting.     ",Depression,1
353,nothing better than going on holiday when the weathers grim at home,fear,0
354,Genuinely and perfectly #happy,joy,0
355,I see you smiling through the steam of my coffee cup,joy,0
356,What to do to overcome depression?,Depression,1
357,"@johntassparker Well, at the time, I think there was that concern. Now it is all bright and shiny with a price tag to match.",sadness,0
358,"Do you ever fall asleep before you set your alarm, but then the Lord wakes you up on time anyways 馃檶馃徎 #WontHeDoIt",anger,0
359,@queenjlouise @mamaw_gereck awe thanks 馃槉,fear,0
360,"no offense to those who love k culture, u can love it all you want bbs!! 馃挅 but i just personally want to get to know my own country's-",fear,0
361,Oh great my brain is trying to kill me again today,Depression,1
362,"49 away from 1,000 followers 馃榾 #whisky #whiskyfun #smiles #humour #giggles",joy,0
363,I guess I'll have to beg in future,Depression,1
364,Crazy magic - that moment when you have a fantastic idea for your next novel and the momentum builds! \nNothing better! \n #writing,fear,0
365,Help me!!,Depression,1
366,feeling like a grim reaper all day hehehe\n9 days pa 馃帺鉁夛笍,sadness,0
367,Are we all aware thar we are using a hashtag that has Eclipse spelled incorrectly?! @ScienceChannel @NebraskaMed  #SolarEclispe  #giggles,joy,0
368,Who ever knew it would feel good to have such a wonderful hour and a half interview? 馃榿 #smiling #success,joy,0
369,"To that one soul reading this, I know you're tired. You're fed up. You're so close to breaking. But there's strength within you, even when you are weak. Keep fighting.  . .          ",Depression,1
370,Soooooo excited for lost village 鉁煒庰煂堭煄煄佛煆�,joy,0
371,AHHHHHHHHHHHH #dread OMFG! It's so good...@JoinTeamAlpha @Hydra_Lord @executivegoth @matthewmercer @enthusiamy @vorpahlsword @satinephoenix,fear,0
372,@Shaftesbury_LRC Genius! Love the poster 馃槂. The #excitement is on for next Monday 馃槂,joy,0
373,We are depressed generation who is hiding behind jokes and memes,Depression,1
374,Well done to all the year 6's at @HarlescottJrSch in their leavers concert today you were #amazing #confident #funny #notadryeyeinthehouse 馃槏,joy,0
375,Let me ask you a question:\n\nDid you REALLY just let #worry be your first response?\n\n#blink #breathe #startover #getchafaithup,fear,0
376,@tiffanyreisz Never a dull moment with you two馃槀,sadness,0
377,"I was smiling yesterday, i'm smiling today, i'll smyl tomorrow, bcoz lyf s too short to cry for anything, we nid to be strong.",sadness,0
378,@Alolan_Yusaku Oh definitely! I saw the snap and the colour looks great too.,anger,0
379,I鈥檝e experienced  and    It鈥檚 taken me a decade to reach my truth.  Key message - never give up 馃檹馃徎馃寛馃憤馃徎  馃晩,Depression,1
380,Its #amazing watching various news outlets showing mixed crowds of ppl watching #Eclipse with NO #racial tension.. #MSM can't hide this!,joy,0
381,"Spread #hope, #peace, #love and #joy NOW! #TuesdayThoughts",joy,0
382,Shitty is the worst feeling ever #depressed #anxiety,sadness,1
383,"@coutbaek i did, i cried from laughter way too much HAHAHAHAHHAHAHAHAAHGAHAHA 馃槄馃槄",joy,0
384,Then daddy wanna call talking bout wake up and shake that ass 馃う馃徑鈥嶁檧锔忦煠︷煆解�嶁檧锔忦煠︷煆解�嶁檧锔�,fear,0
385,Suppressed emotions destroy. It鈥檚 very hard when you can鈥檛 tell anyone how you realy feel. I鈥檓 afraid of the coming back deep.,Depression,1
386,The most powerful thing that has pulled me out of my heaviest moments is a thought of thankfulness.,Depression,1
387,Childhood was nice adulthood messed up,Depression,1
388,I love being outside right before sunrise/after sunset because the sky is so bright blue and it brings me peace,joy,0
389,Nice to be able to turn the alarm clock off until next Tuesday morning. #awesome,joy,0
390,Happy birthday @primo_can_dance have a blessed one my G 馃巶馃嵕,joy,0
391,Always be kind.  But never allow yourself to be unkind to the one person who matters most...YOU.  Know your limits!  . . .,Depression,1
392,Another big game day for @FootballSask at the Canada Cup. Next up Ontario. Go get them boys! We'll be cheering you on #306Football #Sask,joy,0
393,My head is been hurting so much and I lost my appetite,sadness,1
394,"The desire to have my depression fucked out of me is super high today, hopefully I stay sane for a while today 馃檭馃檭   I鈥檓 like 2 hours away from being feral",Depression,1
395,Olivia is a prime example how you can be gorgeous on the outside &amp,fear,0
396,Good morning! I hope you all have an amazing Wednesday. #wednesday #positivevvibes,joy,0
397,"It鈥檚 not bittersweet if all it is, is bitter to the psyche. ",Depression,1
398,When Austin lets u take a rest day #tears #happy #crying #amazing #bestdayever #kindasad #cantfeelmyarms #actuallydieing,anger,0
399,Quite depressed from past few days,Depression,1
400,"Depression is real, if anyone tells you different there lying to themselves. Feeling so alone when I know it's not true.    ",Depression,1
401,Woke up to my neighbors singing Perfect by Ed Sheeran. 馃槉 My mood has been set. 馃槏,joy,0
402,"Been a rough time for me..then this popped up in my feed.  I needed to read this, even if it was through tears.  For a brief moment it gave me solace.  Sharing it, in hopes it helps another..       ",Depression,1
403,"This is not just ""recessionary"" - it is ""depressionary"". Thread.   ",Depression,1
404,"@CamilaLolie97 @Camila_Cabello I'm from Greece, but I'll travel anywhere arround Europe the next time she comes, just to meet her. 馃槉",joy,0
405,@rachcolours But smiling 馃槃鈽旓笍,joy,0
406,"Oh yeah, it feels so good to be alive and alone here in my joint! Thank God! #excitement 鈽猴笍鈽猴笍鈽猴笍",joy,0
407,"@ArcadeGirl64 I actually really like hearing your thoughts either way, don't hesitate to share :)",fear,0
408,Cornered till grave,Depression,1
409,YOU MIGHT BE TRYING TO FILL THE VOID IN YOUR #HEART WITH ALL SORTS OF THINGS BUT THAT PLACE BELONGS TO JESUS CHRIST #music #worry #love #SMM,fear,0
410,@mrsebastian696 @Twitter HAPPY BIRTHDAY!! :D,joy,0
411,@SandraOldfield I LOVE the comics! #hilarious,joy,0
412,Don't ever frown upon someone chasing a dream. Remember you were once chasing one too. HUMILITY ......,fear,0
413,"Do what makes you happy, be with who makes you smile, laugh as much as you breathe, and love as long as you live! #f4f",joy,0
414,"I'm incredibly worried and sad, and that's okay.   ",Depression,1
